source,date_crawl,titre,type_bien,prix,surface,prix_m2,nb_pieces,quartier,criteres,url
LeBonCoin,2026-03-10,Duplex 3 pièces 71 m²,Appartement,200000,71.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3049978341
LeBonCoin,2026-03-10,Appartement 4 pièces 86 m²,Appartement,175000,86.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3020092705
LeBonCoin,2026-03-10,Appartement 4 pièces 94 m²,Appartement,259000,94.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3102625056
LeBonCoin,2026-03-10,Appartement 5 pièces 100 m²,Appartement,330000,100.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3142944975
LeBonCoin,2026-03-10,Appartement 3 pièces 60 m²,Appartement,219000,60.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3116708041
LeBonCoin,2026-03-10,Appartement 4 pièces 62 m²,Appartement,114999,62.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135499219
LeBonCoin,2026-03-10,Studio 1 pièce 21 m²,Appartement,109000,21.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158836931
LeBonCoin,2026-03-10,Appartement 5 pièces 87 m²,Appartement,255000,87.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151399272
LeBonCoin,2026-03-10,Studio 1 pièce 22 m²,Appartement,99000,22.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3064174638
LeBonCoin,2026-03-10,Appartement 4 pièces 61 m²,Appartement,192000,61.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158833826
LeBonCoin,2026-03-10,Appartement 4 pièces 66 m²,Appartement,149000,66.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3143508927
LeBonCoin,2026-03-10,Appartement 3 pièces 53 m²,Appartement,173000,53.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128963622
LeBonCoin,2026-03-10,Maison 6 pièces 150 m²,Maison,364000,150.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3159307781
LeBonCoin,2026-03-10,Maison de village 9 pièces 200 m²,Maison,525000,200.0,,9,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3144321135
LeBonCoin,2026-03-10,Propriété 5 pièces 170 m²,Maison,890000,170.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3110039326
LeBonCoin,2026-03-10,Propriété 6 pièces 165 m²,Maison,920000,165.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3159279013
LeBonCoin,2026-03-10,Maison 3 pièces 45 m²,Maison,262000,45.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155598555
LeBonCoin,2026-03-10,Maison 5 pièces 142 m²,Maison,665000,142.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150061182
LeBonCoin,2026-03-10,Villa 6 pièces 150 m²,Maison,770000,150.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140519031
LeBonCoin,2026-03-10,Villa 8 pièces 266 m²,Maison,3900000,266.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3054030336
LeBonCoin,2026-03-10,Maison 5 pièces 140 m²,Maison,779000,140.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3159204197
LeBonCoin,2026-03-10,Maison de ville 3 pièces 78 m²,Maison,195000,78.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3100767604
LeBonCoin,2026-03-10,Maison 6 pièces 165 m²,Maison,2484000,165.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3002276494
LeBonCoin,2026-03-10,Maison 5 pièces 120 m²,Maison,625000,120.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3152380027
LeBonCoin,2026-03-10,Maison 8 pièces 270 m²,Maison,1555000,270.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2952380875
LeBonCoin,2026-03-10,Maison 5 pièces 90 m²,Maison,420000,90.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3124757240
LeBonCoin,2026-03-10,Maison 4 pièces 105 m²,Maison,419000,105.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151872923
LeBonCoin,2026-03-10,Maison 7 pièces 150 m²,Maison,810000,150.0,,7,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150145648
LeBonCoin,2026-03-10,Maison 5 pièces 125 m²,Maison,860000,125.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158979055
LeBonCoin,2026-03-10,Propriété 6 pièces 140 m²,Maison,885000,140.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151549913
LeBonCoin,2026-03-10,Propriété en Viager 6 pièces 185 m²,Maison,521880,185.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3143603561
LeBonCoin,2026-03-10,Maison 6 pièces 186 m²,Maison,960000,186.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3079994298
LeBonCoin,2026-03-10,Maison 6 pièces 118 m²,Maison,441000,118.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154933270
LeBonCoin,2026-03-10,Maison . 8 pièces . 270 m²,Maison,1260000,270.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2952185647
LeBonCoin,2026-03-10,Maison 6 pièces 240 m²,Maison,1190000,240.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155384706
LeBonCoin,2026-03-10,Maison 5 pièces 130 m²,Maison,467000,130.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3111641375
LeBonCoin,2026-03-10,Maison 9 pièces 185 m²,Maison,960000,185.0,,9,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134755957
LeBonCoin,2026-03-10,Villa 2 pièces 49 m²,Maison,243800,49.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158793327
LeBonCoin,2026-03-10,Appartement en viager 3 pièces 54 m²,Appartement,116000,54.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3131819632
LeBonCoin,2026-03-10,Maison 4 pièces 200 m²,Maison,1115000,200.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138363688
LeBonCoin,2026-03-10,Terrain 2 151 m² Toulon,Terrain,370000,151.0,2450.0,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126691272
LeBonCoin,2026-03-10,Villa 7 pièces 223 m²,Maison,939000,223.0,,7,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3135026295
LeBonCoin,2026-03-10,Maison 6 pièces 164 m²,Maison,699000,164.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3117031558
LeBonCoin,2026-03-10,Maison 5 pièces 120 m²,Maison,499000,120.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138376162
LeBonCoin,2026-03-10,Maison 6 pièces 156 m²,Maison,595000,156.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3071212528
LeBonCoin,2026-03-10,Appartement - 4 pièces - LA CLOSERAIE TOULON,Appartement,582000,94.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3060351454
LeBonCoin,2026-03-10,Maison 4 pièces 140 m²,Maison,745000,140.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128788920
LeBonCoin,2026-03-10,Maison 4 pièces 70 m²,Maison,310000,70.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130810337
LeBonCoin,2026-03-10,Maison 5 pièces 93 m²,Maison,385000,93.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154675711
LeBonCoin,2026-03-10,Maison 9 pièces 220 m²,Maison,1290000,220.0,,9,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154086649
LeBonCoin,2026-03-10,Maison de ville 4 pièces 60 m²,Maison,336000,60.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138209716
LeBonCoin,2026-03-10,Propriété 6 pièces 165 m²,Maison,920000,165.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158678683
LeBonCoin,2026-03-10,Maison 8 pièces 280 m²,Maison,1680000,280.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3092093021
LeBonCoin,2026-03-10,Villa 7 pièces 166 m²,Maison,660000,166.0,,7,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155076959
LeBonCoin,2026-03-10,Propriété 9 pièces 220 m²,Maison,1290000,220.0,,9,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153643055
LeBonCoin,2026-03-10,Appartement 3 pièces 67 m²,Appartement,536000,67.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3123805406
LeBonCoin,2026-03-10,Villa 7 pièces 220 m²,Maison,1199000,220.0,,7,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132685640
LeBonCoin,2026-03-10,Appartement 2 pièces 44 m²,Appartement,137000,44.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3077939746
LeBonCoin,2026-03-10,Maison 5 pièces 90 m²,Maison,525000,90.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126691259
LeBonCoin,2026-03-10,Appartement 2 pièces 47 m²,Appartement,167000,47.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3062616967
LeBonCoin,2026-03-10,Maison 2 pièces 55 m²,Maison,308000,55.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3126431367
LeBonCoin,2026-03-10,Maison de ville 5 pièces 135 m²,Maison,750000,135.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3124230408
LeBonCoin,2026-03-10,Propriété 6 pièces 175 m²,Maison,815000,175.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3101469949
LeBonCoin,2026-03-10,Villa 4 pièces 90 m²,Maison,495000,90.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146004911
LeBonCoin,2026-03-10,Maison 8 pièces 219 m²,Maison,1095000,219.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154380020
LeBonCoin,2026-03-10,Appartement 2 pièces 42 m²,Appartement,189000,42.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3055655258
LeBonCoin,2026-03-10,Appartement 3 pièces 59 m²,Appartement,249000,59.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3016412637
LeBonCoin,2026-03-10,Appartement 2 pièces 37 m²,Appartement,180000,37.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148526109
LeBonCoin,2026-03-10,Appartement 3 pièces 84 m²,Appartement,289000,84.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3079250269
LeBonCoin,2026-03-10,Appartement 4 pièces 95 m²,Appartement,599000,95.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3145977768
LeBonCoin,2026-03-10,Propriété 5 pièces 142 m²,Maison,970000,142.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104102455
LeBonCoin,2026-03-10,Maison 11 pièces 201 m²,Maison,949000,201.0,,11,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3066145810
LeBonCoin,2026-03-10,Maison 6 pièces 170 m²,Maison,950000,170.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154580881
LeBonCoin,2026-03-10,Appartement 3 pièces 62 m²,Appartement,413000,62.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2868523297
LeBonCoin,2026-03-10,Appartement 3 pièces 57 m²,Appartement,370000,57.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3146161105
LeBonCoin,2026-03-10,Appartement 9 pièces 211 m²,Appartement,684000,211.0,,9,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3077918372
LeBonCoin,2026-03-10,Maison en Viager 5 pièces 105 m²,Maison,151500,105.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3139645269
LeBonCoin,2026-03-10,Appartement 6 pièces 129 m²,Appartement,436000,129.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104402869
LeBonCoin,2026-03-10,Appartement 3 pièces 54 m²,Appartement,169000,54.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506527
LeBonCoin,2026-03-10,Maison 5 pièces 120 m²,Maison,570000,120.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3043646583
LeBonCoin,2026-03-10,Propriété 8 pièces 240 m²,Maison,1380000,240.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3038377513
LeBonCoin,2026-03-10,Propriété 10 pièces 265 m²,Maison,1340000,265.0,,10,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128049678
LeBonCoin,2026-03-10,Maison 7 pièces 280 m²,Maison,1680000,280.0,,7,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3019493746
LeBonCoin,2026-03-10,Maison 2 pièces 70 m²,Maison,280000,70.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3024751369
LeBonCoin,2026-03-10,Maison 4 pièces 95 m²,Maison,247000,95.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3106980419
LeBonCoin,2026-03-10,Propriété 6 pièces 180 m²,Maison,879000,180.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506549
LeBonCoin,2026-03-10,Appartement 4 pièces 75 m²,Appartement,180000,75.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506533
LeBonCoin,2026-03-10,Appartement 4 pièces 85 m²,Appartement,267000,85.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138362913
LeBonCoin,2026-03-10,"Maison T7 223 m² avec piscine, T2 indépendant, garage et grand terrain La Serinette Toulon",Maison,939000,223.0,,8,Non precise,parking/garage,https://www.leboncoin.fr/ad/ventes_immobilieres/3135406654
LeBonCoin,2026-03-10,Maison 4 pièces 61 m²,Maison,680000,61.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2895108694
LeBonCoin,2026-03-10,Appartement 3 pièces 81 m²,Appartement,189000,81.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154506522
LeBonCoin,2026-03-10,Maison 6 pièces 240 m²,Maison,1190000,240.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2982482239
LeBonCoin,2026-03-10,Appartement 5 pièces 104 m²,Appartement,300000,104.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3132876990
LeBonCoin,2026-03-10,Maison 6 pièces 156 m²,Maison,725000,156.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136331611
LeBonCoin,2026-03-10,Maison 5 pièces 122 m²,Maison,555000,122.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130524701
LeBonCoin,2026-03-10,Maison 10 pièces 212 m²,Maison,625000,212.0,,10,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3101694681
LeBonCoin,2026-03-10,Appartement 3 pièces 74 m²,Appartement,316000,74.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3063325280
LeBonCoin,2026-03-10,Villa 5 pièces 125 m²,Maison,695000,125.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3086772497
LeBonCoin,2026-03-10,Maison - 6 pièces - LA CLOSERAIE TOULON,Maison,850000,180.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3055567012
LeBonCoin,2026-03-10,Maison 6 pièces 159 m²,Maison,522000,159.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3125719684
LeBonCoin,2026-03-10,Maison en viager 4 pièces 131 m²,Maison,220000,131.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2767259446
LeBonCoin,2026-03-10,Maison de ville 2 pièces 50 m²,Maison,129000,50.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127850558
LeBonCoin,2026-03-10,Terrain 387 m² Toulon,Terrain,217000,387.0,561.0,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3157387001
LeBonCoin,2026-03-10,Propriété 7 pièces 160 m²,Maison,899900,160.0,,7,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078937818
LeBonCoin,2026-03-10,Villa 5 pièces 165 m²,Maison,694500,165.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2982602779
LeBonCoin,2026-03-10,Appartement 4 pièces 87 m²,Appartement,305000,87.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153971571
LeBonCoin,2026-03-10,Terrain 653 m² Toulon,Terrain,365000,653.0,559.0,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2625668827
LeBonCoin,2026-03-10,Appartement 3 pièces 60 m²,Appartement,239000,60.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134555000
LeBonCoin,2026-03-10,Terrain Toulon,Terrain,400000,,,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412257
LeBonCoin,2026-03-10,Maison 8 pièces 220 m²,Maison,1290000,220.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153973816
LeBonCoin,2026-03-10,Maison 6 pièces 165 m²,Maison,830000,165.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150911034
LeBonCoin,2026-03-10,Appartement 3 pièces 55 m²,Appartement,119000,55.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/2940477044
LeBonCoin,2026-03-10,Maison 5 pièces 145 m²,Maison,925000,145.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3139064013
LeBonCoin,2026-03-10,Maison 3 pièces 74 m²,Maison,480000,74.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3139424081
LeBonCoin,2026-03-10,Maison 6 pièces 131 m²,Maison,598000,131.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078261295
LeBonCoin,2026-03-10,Appartement 3 pièces 53 m²,Appartement,172000,53.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154121552
LeBonCoin,2026-03-10,Maison 4 pièces 90 m²,Maison,299000,90.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138367312
LeBonCoin,2026-03-10,Maison 3 pièces 81 m²,Maison,377000,81.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412258
LeBonCoin,2026-03-10,Terrain 387 m² Toulon,Terrain,217000,387.0,561.0,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3105842859
LeBonCoin,2026-03-10,Maison 9 pièces 210 m²,Maison,1290000,210.0,,9,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3154258344
LeBonCoin,2026-03-10,Propriété 11 pièces 292 m²,Maison,2290000,292.0,,11,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3127765279
LeBonCoin,2026-03-10,Maison 8 pièces 138 m²,Maison,750000,138.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3129853033
LeBonCoin,2026-03-10,Villa 8 pièces 223 m²,Maison,939000,223.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3134317017
LeBonCoin,2026-03-10,Appartement 1 pièce 23 m²,Appartement,96000,23.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412254
LeBonCoin,2026-03-10,Maison 3 pièces 80 m²,Maison,377000,80.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3001297111
LeBonCoin,2026-03-10,Maison 5 pièces 152 m²,Maison,1050000,152.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3140935966
LeBonCoin,2026-03-10,Maison 5 pièces 113 m²,Maison,478800,113.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3067987946
LeBonCoin,2026-03-10,Maison 2 pièces 50 m²,Maison,300000,50.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3150850556
LeBonCoin,2026-03-10,Appartement 1 pièce 16 m²,Appartement,79000,16.0,,1,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3130714850
LeBonCoin,2026-03-10,Propriété 6 pièces 136 m²,Maison,690000,136.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078844072
LeBonCoin,2026-03-10,Immeuble 150 m² Toulon,Autre,685000,150.0,,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3104132439
LeBonCoin,2026-03-10,Maison de ville 4 pièces 67 m²,Maison,245000,67.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3125286447
LeBonCoin,2026-03-10,Appartement 2 pièces 57 m²,Appartement,120000,57.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3142329591
LeBonCoin,2026-03-10,Maison 5 pièces 152 m²,Maison,545000,152.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412251
LeBonCoin,2026-03-10,Maison 6 pièces 125 m²,Maison,655000,125.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3152150392
LeBonCoin,2026-03-10,Maison 4 pièces 71 m²,Maison,345000,71.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3148780339
LeBonCoin,2026-03-10,Appartement 4 pièces 85 m²,Appartement,445000,85.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3114226461
LeBonCoin,2026-03-10,Appartement 5 pièces 107 m²,Appartement,310000,107.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412255
LeBonCoin,2026-03-10,Appartement 4 pièces 97 m²,Appartement,465000,97.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078612580
LeBonCoin,2026-03-10,Maison 5 pièces 110 m²,Maison,475000,110.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138658516
LeBonCoin,2026-03-10,Maison 7 pièces 200 m²,Maison,1900000,200.0,,7,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3075228097
LeBonCoin,2026-03-10,Maison 4 pièces 96 m²,Maison,247000,96.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3138368770
LeBonCoin,2026-03-10,Maison 5 pièces 126 m²,Maison,549000,126.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3059481939
LeBonCoin,2026-03-10,Villa 10 pièces 373 m²,Maison,2495000,373.0,,10,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3128085054
LeBonCoin,2026-03-10,Villa 7 pièces 160 m²,Maison,765000,160.0,,7,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3051211154
LeBonCoin,2026-03-10,Triplex 4 pièces 80 m²,Appartement,344500,80.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3131008268
LeBonCoin,2026-03-10,Appartement 4 pièces 72 m²,Appartement,244000,72.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3136412248
LeBonCoin,2026-03-10,Appartement 3 pièces 58 m²,Appartement,215000,58.0,,3,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3142298715
LeBonCoin,2026-03-10,Propriété 5 pièces 134 m²,Maison,560000,134.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3093228009
LeBonCoin,2026-03-10,Appartement - 2 pièces - LA CLOSERAIE TOULON,Appartement,219526,45.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3053901190
LeBonCoin,2026-03-10,Toulon centre - haute ville / claret,Appartement,229500,67.0,,4,"haute ville, claret",,https://www.leboncoin.fr/ad/ventes_immobilieres/3135403006
LeBonCoin,2026-03-10,Appartement 2 pièces 39 m²,Appartement,107500,39.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3139308727
LeBonCoin,2026-03-10,Appartement 4 pièces 78 m²,Appartement,345000,78.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153149023
LeBonCoin,2026-03-10,Appartement 5 pièces 82 m²,Appartement,274000,82.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3119692423
LeBonCoin,2026-03-10,Maison 4 pièces 100 m²,Maison,320000,100.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3144119945
LeBonCoin,2026-03-10,Maison de ville 6 pièces 153 m²,Maison,522000,153.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3121874427
LeBonCoin,2026-03-10,Appartement 4 pièces 102 m²,Appartement,560000,102.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3147797698
LeBonCoin,2026-03-10,Appartement 5 pièces 127 m²,Appartement,249000,127.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3078673581
LeBonCoin,2026-03-10,Appartement 6 pièces 154 m²,Appartement,375000,154.0,,6,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3074127857
LeBonCoin,2026-03-10,Villa 5 pièces 150 m²,Maison,950000,150.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3092909264
LeBonCoin,2026-03-10,Maison 5 pièces 94 m²,Maison,443000,94.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155904373
LeBonCoin,2026-03-10,Maison 8 pièces 138 m²,Maison,750000,138.0,,8,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3092788261
LeBonCoin,2026-03-10,Appartement 5 pièces 212 m²,Appartement,1090000,212.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3158763344
LeBonCoin,2026-03-10,Terrain 543 m² Toulon,Terrain,369000,543.0,,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3151689043
LeBonCoin,2026-03-10,Appartement 2 pièces 41 m²,Appartement,159000,41.0,,2,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3153906297
LeBonCoin,2026-03-10,Appartement 4 pièces 78 m²,Appartement,175000,78.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3095111828
LeBonCoin,2026-03-10,Appartement 4 pièces 87 m²,Appartement,226000,87.0,,4,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3060674621
LeBonCoin,2026-03-10,Terrain 511 m² Toulon,Terrain,223000,511.0,,,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3155734166
LeBonCoin,2026-03-10,Villa 5 pièces 141 m²,Maison,698000,141.0,,5,Non precise,,https://www.leboncoin.fr/ad/ventes_immobilieres/3072612359
